id	date	question
486432133	2019-03-16 23:56:20	1. I live in North Carolina, is the HIT AAAS program available in my state? |2. What is the average cost of the total program going full-time?|3. Would transfer credits from my BS in psychology be accepted?|4. What is the duration of the classes themselves?|5. Are there any required internships? What are there durations?|6. Are there any proctored tests required in the program? If yes, can they be done online?|7. Would I be able to start taking prerequisite classes this summer?
389894993	2018-03-06 21:07:00	1. Is there a list of the prereqs for the medical lab tech program, and would I be able to take some of those classes elsewhere? ||2. Would I be able to apply the MLT AAS degree to a bachelors for further career development? ||
462376647	2018-12-13 4:39:33	1. is there are chances that i can work part time? if i can only work in-campus, do you give a chance for me to work off-campus on the my second year?|2. can i only take 12 credits per quarter?|3. is there any dormitory in your school?|4. is there a possibility that i should go to school on saturday?
395859935	2018-03-26 23:36:00	1. What is the benefit of having this certificate for someone with a Bachelor's degree in Molecular Biology? |2. What is the difference between this certificate and medical laboratory technician program?|3. Around how much does it cost for the whole certificate program?
434328695	2018-08-26 15:15:35	1. What is the schedule for the Adviser offices so I can come in to help signup for classes?|2. When is the deadline for fall registration?|3. How do I schedule a meeting with an adviser to help with registration?
466524196	2019-01-02 14:36:01	1. Your in-person sessions for how to use the Canvas system are completely impractical for an adult working full-time; is there an alternative?|2. I am signed up for Nutrition 101 online but cannot find a textbook for it listed on the UW Bookstore website; is there a textbook for this course?||By the way I am finding the navigation of your system to be cumbersome and a bit clunky. ||Janet Roberts.
545884141	2019-10-14 15:12:39	1.) I would love yo find out any information about transferring credits I already have at another community college to this school and how many of those credits are still usable.|2.)The credits i have (if still applicable) are geared around a basic education plan but slightly directed towards the arts. As my desired study field has changed, who would be the best person to talk with on what courses i should take to fully utilize what i already have in switching to this new focus?
436421976	2018-09-04 17:19:48	1.Application process. Specifically into Nursing program.|2. Types of Financial Aid.
436018122	2018-09-03 1:03:09	1.As a senior, will I get credit for the classes I take at Shoreline Community College, if I complete the coursework?|2.I have previously attended Shoreline Community College. Will I need to apply for admission?
562948035	2019-12-10 6:15:29	1.How many years is the 18 hours cert for digital animation in your college. |2.what is the total break down of how much am going to pay.|3. I intend not to arrive with my wife as she's the one to study. i will like to only visit during her graduation. what time of visa do i need.
431892279	2018-08-15 14:07:02	1098T tax forms from 2015  Student name Sonja Miranda
406293160	2018-05-08 8:48:47	50 + program video editing
452889246	2018-11-08 14:19:43	A couple questions, I am currently accepted (just recently), and I would like to take three courses but am unsure of the process. I have my bachelor's degree from WWU and am trying to get my Master's from Bastyr but I need to re take some classes in order to be a better candidate. ||I would like to take College Algebra but believe I need a placement test to get into that class? I would also love to start a chemistry series if you offer one starting this winter? Thank you!
518274009	2019-07-07 11:23:26	A couple weeks ago I completed 3 certificates but I have yet to receive the certifications. When will they be sent out?
510796596	2019-06-07 12:38:13	A handful of my nursing prerequisites were taken at Washington State University. Although I have my transcripts and grades available to me I am having a hard time figuring out how many points my grades are worth because I don't have access to what percent I received, just the letter grades. Also, WSU was on a semester system so I am not sure how that may affect things. Essentially I just need help evaluating my transcripts so I can get an idea of my current standing, point wise. Thank you.
445100085	2018-10-08 18:19:53	A Renewable Energy Technician based in Lagos, Nigeria.||My specialty is Solar Integrations and Installations.||I am interested in pursuing Higher education in Clean Energy. I have over 10 years hands-on experience in Renewable Energy. My experience spans Electrical Wirings, System design, PV sales and Installation.||I would like more information to help me through my applications as an International student.|what are my tuition fees and Payment options and any further helpful information
562848381	2019-12-09 20:38:49	A. I please ha e a copy of my cpr card that I attended for in April....my names are Sarah wangui wakonyo
389746553	2018-03-06 11:27:17	about applications fees |tutution fees also
555882583	2019-11-14 15:57:19	About LPN to RN program
398155352	2018-04-05 9:30:06	Addition for laborties|
466818884	2019-01-03 17:10:02	Admin/Exempt - Dean of Student Support & Success||Is this or can this be a live-on position?||
427720943	2018-07-28 15:49:10	Admission officer,||Im planning to apply for my brother but have a few questions regarding English testing. |First, my brother has been attending a SAT school program in Jordan, does he require attending English school in the university??||Second, can you send me more information regarding the ESL program??| And last, whats SAT 101?||Thank you
411042352	2018-05-26 22:56:41	Admission process in MLT after bsc microbiology
411042509	2018-05-26 22:59:23	Admission process in MLT after bsc microbiology
470951449	2019-01-19 17:26:53	After my application was accepted, I will be attending this school in the spring. I haven't thought about to pay for this or what classes I need to take. Advice?
449417206	2018-10-25 19:46:08	Afternoon, I am a potential student who has taken previous courses at Olympic College and am trying to determine what credits Shoreline will accept before I apply. I would like to know who/where I can send my Olympic transcript and will it need to be official or unofficial?
556411083	2019-11-16 14:48:29	All three of my kids have taken coursework at SCC.  My son tells me that he took some Tai Chi classes that would be great for helping me with my Parkinsons related balance issues, indeed he apparently wrote a paper on such.  I was diagnosed 8 years ago and am now age 61 and disabled/retired so my schedule is flexible.  What does SCC have to offer in the way of Tai Chi classes?  I don't need a degree I just need to learn the skills to improve my balance, so can I audit the class?  Cost?
488156462	2019-03-24 4:57:58	Aloha,|My name is and I am a prospective student. I am an alumni graduate of the University of Hawaii at Manoa and I am in the process of changing careers. My main goal is to get into the Construction Management program at the University of Washington. I'm looking to get information on the following: ||1) Additional/detailed information on your transfer program|2) Credits that may transfer from my previous college campus |3) The process I need to take to apply
440440066	2018-09-19 19:36:48	Already have a degree (2 bachelors and a Masters in Business). Would like to take some classes for personal enrichment and possible pre-requisites for a possible application for a teaching certification program.||Will I be able to take classes in the fall without any college belonging to?||Thank you.
418356948	2018-06-26 5:01:37	Also if I could come in and maybe speak to an advisor about starting General Motor Education classes.
436139377	2018-09-03 16:13:38	Also interested in emt paramedic program would love a call to learn more
391056536	2018-03-09 17:12:10	Although I've tried through several of your phone menus, I do not seem to be able to gain access to the registrar's office. I was a student 12 years ago or so and my graduate school is requesting access to my transcript. I do not know how to accomplish this task, I do not have the same email as I had before nor do I have any record of my student ID number. Please advise
416233869	2018-06-17 11:55:40	Am  I understanding correctly that I can obtain an Associates Degree geared towards Psychology entirely online?
412566004	2018-06-03 11:02:52	Am a student currently studing physics,mathematics, Art and computer..in Uganda (Africa) my dream has been to become an architecture. But i really can't make it due to tuition scarcity.   i dream to study one day in USA....are there any scholarship programs that i can be fixed in?...Thanks i would be grateful if my wish is granted .
506892095	2019-05-23 11:28:02	Am I able to get into the RN program after I finish the prerequisites, I am currently working as  CMA.
531078218	2019-08-22 7:56:52	Am I able to transfer credits for classes I have already taken at another community college?
511393902	2019-06-10 15:50:46	Am looking into LPN to RN bridge program if Shoreline has it.  Kindly advise.  Thank you.
477806724	2019-02-13 16:48:17	Any additional information about the Health Information Management course  given online.   I currently am a medical record specialist working full time, but would like to obtain the credentials of the RHIT. I am also currently military and would like information on military assistance.  I have used it in the past, but would like to use again.  Any way to know what courses I would need for a prerequisite for the course, and how could I see if past classes I have taken qualify.  Thank you, Heather
524645031	2019-07-29 17:39:28	Any and everything you have one the dental Hygiene program
403339043	2018-04-26 19:27:04	Any information on auto body and paint programs. When the classes start and any superlative issues that I may have to have information on. And when I may be able to set a appointment for advising.
478460560	2019-02-15 17:35:17	Any information you could give me about the course, how long is it? Is it a certification class or is it an actual degree?|
403609323	2018-04-27 21:36:20	Any sponsors in spokane and price of tuition for the g.m. asep program. I live in deer park wa thanks
416778115	2018-06-19 15:47:00	Application for international student begins at what date?
389419609	2018-03-05 8:47:23	Approximately how long will i take to complete the programme? Will i be able to get a job in the USA? After certificate of proficiency, will i still need another exam or that is everything, now go to work?
427628159	2018-07-27 21:33:53	Are all of the courses online & at my own pace?
552504721	2019-11-05 1:59:30	Are any credits in the child advocacy program transferable towards a degree down the road?
409802672	2018-05-21 23:20:20	Are any events scheduled to celebrate the 50 th year of the nursing program? I graduated in the first year 1968, and went on to earn my BSN in 1980. |The community college is a great program!|Monaree|||
478734283	2019-02-17 13:59:31	Are any of the courses for automotive available during the evening?||Thanks|Aman
512362933	2019-06-13 20:58:42	Are any prerequisite programs required before entering into the dental hygiene program?
475110409	2019-02-04 15:59:36	Are jobs being offered for veterans using the GI Bill at the school?
480315580	2019-02-22 14:19:07	Are the classes available online?
398805006	2018-04-08 15:46:04	Are the credits transferrable to the University of Washington?|Is extra credit possible in most classes?|
553914499	2019-11-08 18:49:12	Are the dental Hygiene course flexible or can be taken part time? |Also wondering if shoreline community can transfer my credit I earn at the University of WA and Edmond community college
397692763	2018-04-03 16:42:35	Are the online accounting classes for the proficiency cert live and follow a set schedule or are they recorded and accessible 24 hours?  Is the program self paced?
502876232	2019-05-07 20:09:46	Are the placement tests available online?
521610689	2019-07-19 4:08:03	Are there any available evening classes or hybrid classes? I currently have a full time job at les schwab and i want to advance my knowledge for my career while being able to work around my work schedule.
520822258	2019-07-16 14:54:28	Are there any courses involving journalism,english or communication that will help me in the future to earn my bachelor degree to become a future book editor?
530487878	2019-08-20 15:23:46	Are there any grants or aid that I can apply for? Is there a nursing specific counselor that I can meet with to ask what the best plan for me would be? Thank you so much!
447243063	2018-10-17 10:11:19	Are there any open houses any time soon? When is the next available time to enroll? Is one class per quarter acceptable?
417840692	2018-06-24 2:50:19	Are there any placement test dates after June 29?
389136921	2018-03-03 12:19:42	Are there any specific manufactures we can be trained to go into the field with?
573507723	2020-01-19 19:35:35	Are there any tours of the CNC Manufacturing  program in the late afternoons or evenings?
530704337	2019-08-21 9:06:37	Are there classes online that my son can do now to get a jump on some classes  now for his college start in winter quarter in audio engineering?
573111614	2020-01-17 14:25:42	Are there enrichment courses available for CAD programs?
557568480	2019-11-20 14:02:45	Are there programs I can complete in 10 weeks and how do I sign up for them?
502185699	2019-05-05 11:06:43	Are there schools in Chicago that I could eventually transfer to similar to the possibility of transferring to University of Washington?
445129268	2018-10-08 21:04:31	Are there specific requirements to be enrolled in the program?
412484187	2018-06-02 17:19:31	Are two day schedules available for prenursing students here?
456366656	2018-11-21 18:41:06	Are you offering any Architectural autocad courses winter 2019
471730313	2019-01-22 19:34:27	Are you regionally accreditated?|My goal is to transfer to Bastyr after 2 years of pre-requisites.
574000838	2020-01-21 16:02:44	Are your students available for part time nanny, after school work to care for 2 young children? Drop off at school, pick up from school, after school care, etc? We pay $25/hr. |Thank you.|818.317.0768|
479421438	2019-02-19 20:37:06	Art Students, I am looking for an artist who excels at drawing and sketching SyFy and Fantasies depictions. |This is a paying proposition. I would like to purchase 10 to 100 Black and White Sketches at $10 each.|These Sketches will be of subjects that I will give details and direction. |If any students are interested please contact me at the above email account.|
527425145	2019-08-08 13:15:19	As a Shoreline CC alumni (Graduated 2002 - VCT/Graphic Design) and a UW BA (Graduated in 2007), i have recently changed my career path to work as a Child Care Center Administrator. I have the 30 Child Care Center Basics STARS requirement but i also need a Certificate in ECE to meet DCYF's new requirements. Since my goal is not to become a teacher, but more of an administrator/Director, it has been very difficult to determine the correct coursework/degree for me.
490827976	2019-04-03 5:05:49	as an international student ! do I have to apply  in a different way than national students? I  already got a user ID but when proceeding with steps it seemed like it was fir national students and not for me ?? |please advice|thank you
569017314	2020-01-03 3:04:22	As I read your College Catalog - International Student Section, I would like to get a pdf copy ""An Application Packet"".|Thanks
505815042	2019-05-19 9:10:12	Asking on behalf of our Au pair. Do you have info on visas and costs for international students?
513748772	2019-06-19 14:51:24	At what hospital(s) do your nursing (and other healthcare program) students get practical experience?
404344597	2018-05-01 11:05:50	automotive program only
553421162	2019-11-07 14:16:42	AUTOMOTIVE TECHNOLOGY 161|Engine Repair (9)|can I get some information about this class and what you need to take the class, what time the class is and just some basic information?
492617597	2019-04-07 4:22:27	Basically I'm moving to Washington in November and I want to know everything about this school, also are there dorms in this school.
476931690	2019-02-11 0:38:48	Becoming an immigration lawyer can it be hard?
455896994	2018-11-20 5:03:26	Been a CNA Certified Nursing Assistant for over 20 years!! Really need to up grade my skills to LPN!! I hear your school has a great program & I may be able to successfully achieve that there? Wondering if it would be worth moving? Please email me detailed information on your LPN program and it's requirements?
521612376	2019-07-19 4:25:28	Been interested for about 12 years (since I heard about the program.) Would like to know EVERYTHING about the course. Thanks
503226835	2019-05-08 20:02:03	Been out of school for quite sometime I have my high school diploma, but I am trying to get an AAAS degree eventually. Where do I start?
406714465	2018-05-09 13:57:14	Before I finish enrolling, I am required to submit my selective service registration papers. I am Female-to-Male transgender and am not able to acquire this registration until I get my gender marker legally changed. How should I go about enrolling without this document?
455768783	2018-11-19 16:40:48	Between 1990 and 2000 I taught airplane pilot ground schood at Shoreline Community College. They were night classes and I was a contract instructor.  I am trying to find out the years I taught the ground school.  i am wondering whether the College has that information.  Perhaps that information would be in the school's cousrse catelog.
443062242	2018-09-30 11:41:37	Bonjour messieurs les responsable de l'Université de Shoreline j'aimerais obtenir une admission dans vôtre université et pour cela j'ai besoin d'assisstance. Merci cordialement
500225005	2019-04-27 11:20:54	Bonjour|J'aimerais connaître les conditions et la procédure d'admission à votre université.|Cordialement,
435061861	2018-08-29 12:59:19	Bonsoir je suis Fabrice j'aimerai me renseigner faire pour intégrer le collège shoreline community collège Washington à qui m'adresser et quelles sont les documents à fournir.
388881275	2018-03-02 6:35:57	Bsc mlt means
437859809	2018-09-10 17:09:19	Buenas tardes, mi nombre es Juan Sebastián Guerrero Liscano y me gustaria estudiar en shoreline community college en el area de aprendizaje de ingles, me gustaria saber cuanto cuesta, y cuanto dura el curso, muchas gracias.
437860584	2018-09-10 17:12:29	Buenas tardes, mi nombre es Juan Sebastián Guerrero Liscano y me gustaria estudiar en shoreline community college en el area de aprendizaje de ingles, me gustaria saber cuanto cuesta, y cuanto dura el curso, muchas gracias.
571791598	2020-01-13 13:05:20	Buenas tardes. ||Estoy interesada en su institución. Quiero saber si ofertan becas para estudiantes internacional para cursos de idiomas (inglés) y si exigen algún nivel específico del idioma para el ingreso al curso.
399151851	2018-04-10 2:04:18	cam I finish the course in 4 years and and take one two classes once in awhile?
474535607	2019-02-01 15:18:47	Came from Career Exploration Event. Already Met with Jordan Lee. Really wants to do career exploration. Interested in Education/Teaching.
474576927	2019-02-01 17:59:19	Came from Career Exploration Event. Has a bachelors in Social Work and is having a hard time finding a job, because a lot of jobs require masters degree. Interested in Social Work, Service, Case Management, I am not sure if there is anything that matches that at Shoreline CC.
474535138	2019-02-01 15:17:04	Came from Career Exploration Event. Interested in Waste Management.
402649722	2018-04-24 13:14:35	Can a get a degree online?
544859841	2019-10-10 9:43:47	Can Accounting AAAS be done completely online? If I want to eventually go on to a bachelors after a year or two of completing the AAAS will there be a lot classes needed to make the AAAS transferable?
413984645	2018-06-07 16:00:48	Can credits from a CP program be used to complete a 2nd CP program? For example, can a CP in Acting be earned concurrently with a CP in Writing & Directing? The requirements for each are very similar.
444708976	2018-10-06 20:11:33	Can credits I earned from SCC through 400 hours of in class and on hands training in the Digital Bridge Youth Tech Program in 2009 would count toward furthering my education?||As I currently seek ways to meet requirements in Wenatchee with multiple agencies in my busy schedule as a parent, I am seeking ways to further my education. Does Shoreline Community College have long distance education options that is listed on the Eligible Training Providers List with the WA Employment Security Dept.?
449995575	2018-10-29 3:35:19	Can I apply again if offered admission a year ago but I did not pursue it?
450172614	2018-10-29 14:54:44	Can i apply for honors college for winter quarter 2018-19???? |where can i apply because i only see applications for fall quarter online????|and can we have a one-on-one conversations about honors (in person)????||thankyou.
394023015	2018-03-19 18:45:38	can i apply for more than one application form on the sametime？|
463191238	2018-12-16 10:00:25	can i be a student of shoreline collage online
559248642	2019-11-26 18:24:45	Can I complete the entire Business AAAS degree online. Thank you
394890645	2018-03-22 17:25:55	Can I complete the entirety of the AA-DTA degree requirements online?
463663962	2018-12-17 22:34:07	Can i do the CEO program is im a junior but am behind 3 credits and still graduate with an associates degree and a highschool diploma?
536688414	2019-09-11 20:48:43	can i get a college credit for automotives during high school?
438126670	2018-09-11 15:03:23	Can I get a document sent to my email at  stating that I am or am not currently enrolled in SCC.. You can also reach me at 206-698-4949 thank you so much this is for DSHS. They need this info inorder for me to proceed with an application
513805284	2019-06-19 17:54:43	Can I get access to the list of prerequisites classes for the nursing program? I tried to access it from the main website but for some reason the page is not found.
419308945	2018-06-28 18:38:25	Can I get more information about your Graphic Design program? What are the requirements to apply? Is there anyway information about the college and benefits could be sent through the mail?
576074318	2020-01-29 9:14:39	can I get the form without paying ?|
435089762	2018-08-29 14:35:22	can I have an unofficial transcript be sent to my email address. Vanessa McCormick
530568662	2019-08-20 19:53:39	Can i have the fees table?
390352993	2018-03-08 13:51:16	Can I have the Graphic Design advisor's contact information or can I make an appointment?
479693405	2019-02-20 17:00:40	Can i learn the skills to become an automotive technician in these two quarters or are there other prerequisites? I am interested in becoming a GST and looking for a career change
512787522	2019-06-16 1:46:42	Can I make appointment medical Laboratory Adviser?
557319297	2019-11-19 20:32:21	Can I one month course to practice English language in shorine?!
528441992	2019-08-13 1:06:51	Can I pay the tuition via electronic bank transfer directly to the school?||Is it possible to pay the tuition early?||
438455513	2018-09-12 16:33:22	Can I please receive a phone call? I am trying to register for an online class that says it is open. 0387 My phone number is 541.490.8446 - thank you
438695076	2018-09-13 13:42:58	Can I pursue the AA-DT program pre English major all online? I applied to SCC recently.
559230220	2019-11-26 17:11:20	Can I pursue the phlebotomy program one class at a time or does it have to be an accelerated 2 quarter certificate?
551027159	2019-10-30 17:19:51	Can I receive financial aid same as in state student? I want to establish Washington state residency after first year when I get in Washington, after the first year can I pay same price of tuition as in state student?
416883972	2018-06-19 21:04:57	Can I retake 3 classes that I received a 0.0 because I dropped the classes just days late because of extenuating circumstances? I have 60 out of 90 credits 417009049
436238906	2018-09-04 6:37:11	Can I schedule a meeting with someone to talk about how I go about taking admitting tests and financial aid?
482051118	2019-02-28 17:21:15	Can I start spring quarter? (How many new students, do you have to start in the fall?)|What is the homework load?|Is there a lot of ""hands on"" work during the school cycle?||
429275702	2018-08-03 23:13:10	Can I take all if my classes online?|I have my GED and would like to start this next quarter. Please call me at 360-590-0262.||Dena
541266878	2019-09-27 18:43:30	Can I take both online and on campus courses and start courses ASAP?
448787065	2018-10-23 16:43:07	Can I take just your ASL courses without enrolling as a degree seeking student? How much does each course cost?
410897516	2018-05-25 19:12:56	Can I take music 143 and 153 in summer with no prerequisite classes and can I quit a week early and still get credit?
468690879	2019-01-11 3:31:13	Can I take online courses when I am having a vacation? Also, do I need to have an on-campus exam for the course?
517971605	2019-07-05 13:02:21	Can I take your ASL class (and other ASL courses) at Shoreline Community College without taking other classes? Do I have to be a registered Shoreline Community College?
443074750	2018-09-30 13:16:06	Can I transfer my prerequisite from|An intertional school in nursing? And how many years is the course?
554711286	2019-11-11 23:22:25	Can I use student loans in this community college as an out of state student
525308782	2019-07-31 17:03:11	Can I use the facilities to fix my own car? | I am a student at shoreline
496339933	2019-04-22 23:16:57	can international students do this?  one year online college and the second year enrolled back to college?
472575326	2019-01-24 21:50:42	can some one please contact me for more information
410808328	2018-05-25 11:43:42	Can Someone please send me the Dental hygiene program pdf on what courses are taken for (BAS) I cannot find that online. My email is  (Thank you)
410809335	2018-05-25 11:47:27	Can Someone please send me the Dental hygiene program pdf on what courses are taken for (BAS) I cannot find that online. My email is  (Thank you)
517079129	2019-07-02 16:46:25	Can the Associate in Accounting degree be completed completely online? Or does it require in-person courses as well?|Thank you for the information!
515580626	2019-06-26 18:56:45	Can the degree in criminal justice be completed online? In other words.... Can all the course be done online?
530584143	2019-08-20 21:19:44	Can the Early Childhood Education program be done all online? And if so can you send me the program outline?
492953491	2019-04-08 15:46:17	Can the film school be started in the summer?
567276595	2019-12-25 4:55:52	Can u just help me throughout my time ? Like help me in reaching your country for studies
454330588	2018-11-13 17:06:12	Can we get the Final Exams Schedule updated to at least include Winter 2019? https://www.shoreline.edu/apply-and-aid/registration/final-exams.aspx  ||Thank you!
400233326	2018-04-14 8:47:48	Can we have a skype or whatsapp call!!! I have quite a lot questions about admission process. My whatsapp number is +998915948399
483727308	2019-03-06 16:29:34	Can you check my engine performance sooner do you take disability .
514183141	2019-06-20 23:37:16	Can you do this as an online student?
414527765	2018-06-09 20:20:26	Can you double major
436254040	2018-09-04 8:22:25	Can you give me  something  about major nutrition and food scicen?|
494237046	2019-04-13 11:47:35	can you help me understand what I need to do to enroll in online classes for a AA degree with the goal to transfer to a 4 year to achieve a BA in Business?
403027300	2018-04-25 17:12:19	Can you mail me a catalog. My address is
492953022	2019-04-08 15:44:44	can you please let me know if a candidate with MBBS (no license to practice) degree from other another country can apply for P.A. program? |Thank you
490896767	2019-04-03 10:54:36	Can you please let me know if current Shoreline CC Running Start Students have to re-apply to the college when they are ready to transition from RS to College?||Thank you
389572903	2018-03-05 17:35:04	Can you please let me know if you accept students that have received their high school diploma from Penn Foster High School (Online School) or a Home School Diploma.  Thank you!
410875652	2018-05-25 16:47:38	Can you please let me know the start and end dates for summer quarter? I am unable to find those dates on the site
475911800	2019-02-06 23:34:43	Can you please mail me a copy of the Winter 2019 enrollment catalog. Mailing address is 4710 Southcenter Blvd. Apt F301, Tukwila, WA 98188
388425124	2018-02-28 13:31:48	Can you please send me additional information on you summer short term abroad programs offered this year.  I am interested in enrolling my son. Thank you
487066009	2019-03-19 14:13:14	Can you please send me info on the running start program. |We are interested in starting next fall for my daughters junior and senior year. |We are from Ballard High |Thank you |Leslie Soukup
463639600	2018-12-17 20:22:27	Can you please send me information on your Medical Coding class.
433324403	2018-08-21 22:57:55	Can you please send the fall 2018 course catalog for continuing education classes?  thank you!
450089303	2018-10-29 11:37:17	Can you send me information about my auto mechanic carrer
568372263	2019-12-30 22:46:25	Can you send me the information for this course for online classes only? Thanks.
460646109	2018-12-07 8:34:06	Can you show me where the winter class schedule is for Tesla START and how to enter this program.
516975885	2019-07-02 12:32:56	Can you tell me how much my fasa refund is I want to enroll in more classes for summer before july 5th but I want to make sure I have enough funds to cover it
428643144	2018-08-01 12:24:20	Can you tell me where I can take my GED test free and classes to prepare for it.|Thanks
474471348	2019-02-01 11:53:48	checking to see if you medical/ coding program is online.
399054173	2018-04-09 16:20:08	Child Advocacy Studies Training (CAST) is the program I am interested in.  Will I be able to take classes beginning this summer?
487815111	2019-03-22 8:14:20	cho em hỏi là học sinh cấp 3 có được đi du học ở trường này không ạ ?
445005159	2018-10-08 12:40:51	Classes required as I took some math and English at Bellevue community college between 2011-2013 and I'm currently taking English at Everett community college
548740676	2019-10-23 16:39:57	Como puedo asistir Asus clases de Inglés |
399050525	2018-04-09 16:06:44	Cost of attendance for out of state student per year or per quarter.
403227129	2018-04-26 12:00:54	Cost of phlebotomy course
480048482	2019-02-21 14:58:48	cost of program
428755011	2018-08-01 19:44:25	cost?
415560653	2018-06-14 0:47:44	Could a 16 years old students apply and transfer to a four year college or university?|If my english is relly bad could i follow the study program or apply to this college
500624579	2019-04-29 14:42:22	Could I come by in person maybe Wednesday or Thursday to further discuss the MLT program and the steps I need to take to get started?|I am currently a GED having, lab working, clueless about education kind of person and I need all the help I can get.  :)
542302342	2019-10-02 0:23:52	Could I complete all my transfer credits online or would there be some that I need in person?
554161068	2019-11-10 1:39:23	Could I get a list of the required classes for the AAS in Accounting
490346520	2019-04-01 13:51:56	Could I have the fax number to the financial aid office?  Thank you.
420643565	2018-07-03 11:30:07	Could I pay tuition month by month? Thank you so much!
565889787	2019-12-18 19:18:17	Could I please get a list up upcoming informational sessions for your nursing program? The last date listed was December 5th. I am interested in attending a session as soon as possible. Thank you!
441979858	2018-09-25 20:05:28	Could I please get an invoice for my payment for school during the summer quarter 2018? I am supposed to get reimbursed for tuition by my current employer, but they want to see the breakdown of tuition and fees (fees were $118.00, but they want to know what they were for, and how much each fee was--like Lab fees, per credit charge $x.xx per credit, 5 credits total). Please do so as soon as possible.||Thank you for your time!
455518068	2018-11-18 19:39:10	Could I schedule a time to come in and meet with an adviser? I want to get a look at the campus and inside the working space.
508463043	2019-05-30 12:23:21	Could you advise me on what the steps for math are? Which order the math goes in to get to math 146? Also, I took my math placement test at Spokane Community, an ALEKS placement to be more specific, my last exam was 23, what would that be for Shoreline? Thank you.
508596981	2019-05-30 20:08:21	could you give details on summer Quarter start and end details? And the courses offered.|looking for a taking some of courses for credits during the break .
448553397	2018-10-22 23:00:57	could you give me more information about agriculture thanks.
